component,path,language,source_form_hint,initial_classification,status,entry_point,tapenade_options,modes,oracle,dependencies,tapenade_result,fortad_result
non-regressions,nonRegressions/set12/onera07,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera08,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera09,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera10,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera11,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera12,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera13,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera14,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera15,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera16,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera17,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera18,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera19,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera20,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera21,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera22,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera23,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera24,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera25,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera26,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/onera27,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/pk01,fortran,free,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/profile01,fortran,fixed,"mixed regression cases, references, harness, and data",runnable-ported,"foo(a,b,c); port set12_profile01(a,b,c)",-p|-d/-root-foo|-b/-root-foo,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-forward-reverse-generation|independent-hand|central-difference-sweep|adjoint-identity,none,pass-fresh-parser-forward-reverse-generated-strict-compile,pass-transform-compile-runtime
non-regressions,nonRegressions/set12/profile02,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/profile03,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/profile04,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/profile05,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/profile06,unknown,n/a,"mixed regression cases, references, harness, and data",no-recognized-source,not-inspected,not-inspected,not-inspected,not-applicable-no-recognized-source,not-inspected,not-run,not-run-no-recognized-source
non-regressions,nonRegressions/set12/profile07,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/profile08,unknown,n/a,"mixed regression cases, references, harness, and data",no-recognized-source,not-inspected,not-inspected,not-inspected,not-applicable-no-recognized-source,not-inspected,not-run,not-run-no-recognized-source
non-regressions,nonRegressions/set12/profile09,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/region00,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/region01,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/region02,cuda,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/region03,fortran,mixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/region04,fortran,free,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/replica1,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/replica2,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/replica3,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/replica4,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/replica5,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/replica6,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/shk01,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj01,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj02,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj03,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj04,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj05,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj06,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj07,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj08,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj09,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/sparsj10,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/sparsj11,c,n/a,"mixed regression cases, references, harness, and data",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
non-regressions,nonRegressions/set12/sparsj12,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj13,fortran,free,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj14,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj15,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
non-regressions,nonRegressions/set12/sparsj25,fortran,fixed,"mixed regression cases, references, harness, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/B04,fortran,fixed,"large example cases, references, and harness",unsupported-invalid-upstream-fortran,"MOFDER_GEAR(NEQ,T,Y,YDOT)","parser=-p -root MOFDER_GEAR|tangent=-d -root MOFDER_GEAR|reverse=-b -root MOFDER_GEAR",parser|forward|reverse,exact-source-hashes|strict-and-legacy-compiler|fresh-Tapenade-parser-tangent-reverse|FortAD-diagnostic,"missing DIFFSIZES.inc for stored tangent/vector references",pass-fresh-parser-tangent-reverse-generation-invalid-source-and-missing-diffsizes-boundary,expected-refusal-exact-parse-invalid-character-line-20599-no-output
large-examples,examples/big01/lh062,fortran,fixed,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/lh205,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v002,c,n/a,"large example cases, references, and harness",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
large-examples,examples/big01/v059,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v068,fortran,fixed,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v108,fortran,fixed,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v234,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v235,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v262,c,n/a,"large example cases, references, and harness",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
large-examples,examples/big01/v263,c,n/a,"large example cases, references, and harness",fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
large-examples,examples/big01/v512,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/v520,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp01,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp02,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp03,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp04,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp05,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp09,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp10,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp12,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp14,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp15,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp16,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
large-examples,examples/big01/vmp18,fortran,free,"large example cases, references, and harness",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
c-examples,examplesC/REFERENCES/v03,c,n/a,C reference cases and harness,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-examples,examplesC/REFERENCES/v04,c,n/a,C reference cases and harness,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-examples,examplesC/REFERENCES/v06,c,n/a,C reference cases and harness,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-examples,examplesC/REFERENCES/v247,c,n/a,C reference cases and harness,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-examples,examplesC/REFERENCES/v249,c,n/a,C reference cases and harness,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-examples,examplesC/REFERENCES/v250,c,n/a,C reference cases and harness,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
cpp-parser-examples,examplesCPP/generic/classes.cpp,c++,n/a,standalone C++ parser examples,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
cpp-parser-examples,examplesCPP/generic/control.cpp,c++,n/a,standalone C++ parser examples,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
cpp-parser-examples,examplesCPP/generic/data_structures.cpp,c++,n/a,standalone C++ parser examples,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
cpp-parser-examples,examplesCPP/generic/namespaces.cpp,c++,n/a,standalone C++ parser examples,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
cpp-parser-examples,examplesCPP/generic/stl.cpp,c++,n/a,standalone C++ parser examples,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
cpp-parser-examples,examplesCPP/generic/templates.cpp,c++,n/a,standalone C++ parser examples,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
openmp,openmp/examples/benchmark_stacks.f90,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/example_schedules.f90,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/example_scopes.f90,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/lbm,c|fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/stassuij,c|fortran,mixed,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/stencil,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/stencilrange,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/testpushpop.f90,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
openmp,openmp/examples/tinymgopt,fortran,free,"OpenMP examples, support runtime, diagrams, scripts, and data",untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
c-known-failures,todoC/REFERENCES/lh17,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/mix12,c|fortran,free,historical C issue and expected-failure references,untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
c-known-failures,todoC/REFERENCES/mix17,c|fortran,fixed,historical C issue and expected-failure references,untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
c-known-failures,todoC/REFERENCES/mix39,c|fortran,fixed,historical C issue and expected-failure references,untriaged,untriaged,untriaged,untriaged,untriaged,untriaged,not-run,not-run
c-known-failures,todoC/REFERENCES/v02,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v03,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v100,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v171,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v208,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v211,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v213,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v214,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v215,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v216,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
c-known-failures,todoC/REFERENCES/v265,c,n/a,historical C issue and expected-failure references,fortad-unsupported-source-language,not-inspected,not-inspected,not-inspected,not-applicable-no-fortad-run,not-inspected,not-run,not-run-unsupported-source-language
fortran-known-failures,todoF90/REFERENCES/bd01,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"titi(a,b,c); toto(a,b,c); port set01_bd01(a,b,c)",-p/-d/-b-root-titi,parser|forward|reverse|bounded-forward|bounded-reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-parser-and-exact-module-transform|FortAD-exact-call-boundary-diagnostic|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|compiled-FortAD-harness,"The exact TITI source uses module TATA/TOTO from a separate file; FortAD stops at the unresolved TOTO call; the bounded port inlines only the visible local TOTO body",pass-fresh-parser-tangent-reverse-generation-generated-strict-compile,exact-titi-call-refusal-exact-toto-pass-bounded-forward-reverse-transform-compile-runtime
fortran-known-failures,todoF90/REFERENCES/bd11,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"top(i1,i2,i3); port top_bd11(i1,i2,i3,objective)","-p|-d|-b -root top -nolib -ext REFERENCES/lh09/NoInlineABS",parser|forward|reverse|bounded-forward|bounded-reverse-objective,strict-upstream-compilation|fresh-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-check-forward-reverse-diagnostic|independent-hand-JVP-finite-difference-adjoint-identity|compiled-FortAD-bounded-forward-reverse-harness|upstream-source-sha256-contract,"The exact source has whole-array sections i2(:) and i1(:,i); FortAD refuses their noncontiguous and overlapping storage identity; the bounded port scalarizes the fixed 10-by-10 trace and exposes objective=i1(1,1)",pass-fresh-parser-tangent-reverse-generation-generated-strict-compile,exact-refusal-bounded-forward-reverse-transform-compile-runtime
fortran-known-failures,todoF90/REFERENCES/v01,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"flinopen_work(filename,iideb,iilen,jjdeb,jjlen,do_test,iim,jjm,llm,lon,lat,lev,ttm,itaus,date0,dt,fid_out)",-p/-d/-b-root-flinopen_work,parser|forward|reverse,strict-gfortran-compile|fresh-pinned-Tapenade-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-diagnostic-and-no-output,"external NF90_INQUIRE_VARIABLE, NF90_GET_ATT, NF90_GET_VAR, and NF90_GET_VAR_D callbacks use implicit interfaces; flincom.mod is a pinned binary module artifact",pass-fresh-parser-tangent-reverse-generation-strict-compile,expected-refusal-exact-parser-forward-reverse-no-output
fortran-known-failures,todoF90/REFERENCES/v02,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"modu.top(i1,i3,o1,o2,o3); port top_v02(i2_in,i3,o1,o2,o3)","-nooptim spareinit|-p|-d|-b -root top",parser|forward|reverse,strict-compiler|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-compile|FortAD-exact-parser-forward-reverse-transform-and-strict-compile|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|compiled-FortAD-forward-reverse-harness,"the exact module carries i2 as hidden mutable state and legacy implicit interfaces; the bounded port exposes i2_in and keeps i3 inout without claiming the hidden-state interface",pass-fresh-parser-tangent-generation-reverse-strict-compile-refusal,exact-parser-forward-generated-compile-refusal-reverse-refusal-bounded-forward-reverse-transform-compile-runtime
fortran-known-failures,todoF90/REFERENCES/v05,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"RETARD(CK,I_ZONE,SP,TEMPS,IFIM1); COMP_PRECIPITATION(CK,DELTAT)","-p|-d|-b -root RETARD|-p|-d|-b -root COMP_PRECIPITATION",parser|forward|reverse,strict-and-legacy-compiler-diagnostics|fresh-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-parser-forward-reverse-boundary|source-checksum-contract,"the exact source passes rank-2 CK(1,1) to the scalar implicitly interfaced RETARD function with optional dummies; no standard-conforming repair preserves the candidate",pass-fresh-parser-tangent-reverse-generation-generated-strict-compile-refusal,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v07,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"none (MODULE TEST contains no program, function, or subroutine)",-p|-d|-b,parser|forward|reverse,strict-compiler-diagnostic-identity|fresh-pinned-Tapenade-generation-and-strict-compilation-boundary|FortAD-check-and-transform-diagnostic|upstream-source-sha256-contract,"MODULE TEST contains undeclared PUBLIC :: foo under IMPLICIT NONE and no differentiable procedure; declaring foo or adding a body would change the candidate",pass-fresh-parser-tangent-reverse-generation-expected-refusal-strict-compile,not-run-invalid-upstream-source
